01;30:39;Day-1 | Fundamentals of DevOps | Free DevOps Course | 45 days | #devopscourse #learning
02;26:11;Day-2 | Improve SDLC with DevOps | Free DevOps Course | 45 days | #devopscourse #learning
03;42:12;Absolute Prerequisite for Learning DevOps
04;25:26;Day-3 | Virtual Machines Part-1 | Free DevOps Course | 45 days | #devopscourse #learning #vm
05;29:37;Day-4 | AWS & Azure - How to Create Virtual Machines | Free DevOps Course | 45 days |#devops #aws
06;7:39;HOW TO CONNECT TO EC2 INSTANCE FROM WINDOWS LAPTOP | MOBAXTERM | #aws #devops #abhishekveeramalla
07;30:36;Day-5 | AWS CLI Full Guide | How to connect to EC2 Instance from UI & Terminal | AWS CFT walk though
08;37:44;Day-6 | Linux & Shell Scripting | Complete Shell Scripting Playlist| #aws #azure | #devops
09;1:10:04;Shell Scripting for DevOps|Shell Scripting Zero 2 Hero|Shell Scripting Interview Questions| #devops
